Country,Year,Month,Poverty_Rate,Income_Inequality,Unemployment_Rate,Access_to_Resources,Education_Index,Political_Stability_Index,Corruption_Perception_Index,Voter_Participation_Rate,Ethnic_Diversity_Index,Religious_Diversity_Index,Population_Density,Migration_Rate,Urbanization_Rate,Climate_Trend_Index,Resource_Availability_Index,Environmental_Degradation,Past_Conflict_Count,Peacebuilding_Success_Rate
Mauritius,2016,5,45.8,32.1,28.7,57.0,0.567,1.13,45.9,58.4,0.791,0.55,37.7,-1.7,53.6,-0.2,55.6,62.4,7,58.3
Mauritius,2016,6,45.6,33.6,31.1,57.2,0.57,1.31,43.3,55.0,0.786,0.518,36.3,-2.2,52.4,-0.1,55.7,62.7,6,59.4
Mauritius,2016,7,46.9,33.2,30.5,58.2,0.591,1.29,45.0,54.9,0.786,0.525,39.1,-1.9,52.3,-0.2,55.7,62.1,6,59.2
Mauritius,2016,8,43.3,32.6,29.5,56.2,0.579,1.22,46.2,59.5,0.782,0.522,37.3,-1.7,52.8,-0.0,56.6,61.8,6,57.7
Mauritius,2016,9,44.2,32.1,30.1,59.1,0.621,1.27,49.0,52.2,0.792,0.518,39.7,-1.8,53.0,-0.1,56.7,62.6,6,56.1
Mauritius,2016,10,45.0,34.1,27.9,56.7,0.563,1.14,48.2,49.4,0.788,0.517,37.5,-1.6,53.4,-0.1,55.8,61.9,6,58.6
Mauritius,2016,11,39.4,32.0,29.0,57.7,0.551,1.36,48.8,54.5,0.79,0.511,37.9,-2.2,52.0,-0.1,56.3,63.5,7,59.2
Mauritius,2016,12,43.5,33.6,28.6,58.3,0.566,1.26,49.4,57.9,0.785,0.504,36.8,-1.8,52.0,-0.0,55.2,63.7,7,59.8
Mauritius,2017,1,44.2,32.5,26.8,56.5,0.572,1.28,49.0,53.2,0.777,0.517,36.8,-1.8,52.4,0.0,55.3,62.1,6,58.6
Mauritius,2017,2,46.9,31.0,29.2,58.4,0.581,1.01,45.7,57.5,0.788,0.534,40.0,-1.5,53.1,-0.1,54.3,62.5,5,56.1
Mauritius,2017,3,43.9,33.8,29.0,57.2,0.589,1.28,48.5,54.5,0.801,0.5,40.3,-2.1,52.2,-0.1,55.0,61.6,6,57.6
Mauritius,2017,4,44.5,33.4,28.0,59.4,0.589,1.18,45.1,60.6,0.792,0.532,43.3,-2.1,52.5,-0.1,56.6,62.0,6,53.3
Mauritius,2017,5,43.3,32.9,27.8,58.1,0.58,1.02,47.3,53.4,0.781,0.538,38.6,-2.0,53.6,-0.1,55.5,61.5,6,57.3
Mauritius,2017,6,41.9,33.0,30.8,57.7,0.576,1.28,46.8,57.6,0.788,0.522,37.7,-1.6,52.9,-0.0,55.3,62.8,6,61.0
Mauritius,2017,7,44.5,33.6,31.1,57.5,0.558,1.04,44.0,59.5,0.783,0.515,34.6,-1.7,52.7,-0.1,55.1,64.1,7,56.7
Mauritius,2017,8,42.9,33.5,31.0,57.3,0.604,1.2,45.2,55.7,0.784,0.522,40.3,-2.0,53.4,-0.0,55.3,61.8,7,56.0
Mauritius,2017,9,44.1,32.1,29.1,59.0,0.573,1.11,45.2,59.8,0.799,0.528,40.5,-1.6,52.9,-0.2,54.9,62.3,6,58.8
Mauritius,2017,10,45.4,33.4,31.7,57.4,0.604,1.16,49.1,54.4,0.804,0.505,38.7,-1.6,53.1,-0.1,55.5,61.0,6,57.1
Mauritius,2017,11,44.1,32.5,29.2,57.8,0.568,1.52,51.4,56.6,0.766,0.496,38.5,-1.2,53.5,0.1,54.6,62.0,7,57.8
Mauritius,2017,12,42.1,32.1,32.6,58.3,0.589,1.21,47.5,58.3,0.791,0.511,37.8,-1.8,53.0,-0.1,56.4,61.9,6,59.0
Mauritius,2018,1,39.7,33.5,30.7,57.1,0.564,1.32,43.8,54.5,0.788,0.532,37.5,-1.5,53.4,-0.1,54.2,61.0,6,60.8
Mauritius,2018,2,44.3,32.3,29.1,57.5,0.603,1.0,45.7,57.7,0.784,0.508,37.2,-1.7,53.8,-0.1,55.8,61.7,7,54.2
Mauritius,2018,3,42.4,34.1,30.1,57.4,0.581,1.18,47.8,56.7,0.811,0.521,38.5,-1.5,53.2,-0.2,55.3,61.9,6,54.7
Mauritius,2018,4,42.2,32.6,27.9,57.4,0.567,1.11,44.5,49.5,0.78,0.528,44.8,-2.1,53.8,-0.0,55.2,61.7,7,57.5
Mauritius,2018,5,38.2,33.2,28.0,57.8,0.601,1.07,45.2,59.6,0.785,0.527,41.5,-1.7,52.6,-0.1,55.1,61.9,7,53.9
Mauritius,2018,6,42.7,33.4,29.5,56.8,0.593,1.36,45.6,60.0,0.793,0.515,36.7,-2.0,54.2,-0.1,54.0,62.8,6,55.5
Mauritius,2018,7,41.7,32.7,32.0,58.2,0.572,1.2,46.4,57.1,0.799,0.508,42.2,-2.0,53.6,-0.1,55.7,63.5,7,59.8
Mauritius,2018,8,43.5,32.1,31.9,57.5,0.58,1.08,41.7,53.7,0.784,0.522,37.2,-1.8,53.1,-0.1,55.1,62.8,6,58.2
Mauritius,2018,9,44.1,32.5,29.2,57.8,0.593,1.05,47.5,53.5,0.796,0.516,41.1,-2.0,53.1,-0.1,54.8,62.5,6,59.5
Mauritius,2018,10,42.9,33.7,28.6,58.0,0.57,1.23,43.6,51.4,0.787,0.522,37.9,-1.8,53.8,-0.2,56.9,61.4,6,58.1
Mauritius,2018,11,42.8,32.6,26.7,57.7,0.575,1.18,47.1,53.9,0.804,0.52,35.0,-1.8,52.9,-0.1,55.9,63.6,6,55.4
Mauritius,2018,12,47.4,32.6,29.8,58.7,0.624,1.22,43.7,57.5,0.788,0.498,38.7,-1.8,53.0,-0.1,54.8,62.3,7,58.7
Mauritius,2019,1,44.9,32.5,28.9,57.8,0.584,1.43,48.6,58.2,0.813,0.51,39.9,-1.6,53.6,-0.1,56.1,61.8,7,59.2
Mauritius,2019,2,43.1,32.5,30.2,59.7,0.55,1.12,43.3,55.2,0.808,0.528,41.4,-2.0,53.1,-0.1,54.3,62.3,6,59.9
Mauritius,2019,3,40.6,33.9,28.1,58.5,0.56,1.17,44.9,60.1,0.798,0.517,35.9,-1.5,53.3,-0.1,56.3,64.4,6,59.1
Mauritius,2019,4,41.1,32.7,29.1,56.8,0.599,1.22,45.9,54.7,0.78,0.529,40.2,-1.8,53.6,-0.0,55.5,63.8,7,57.1
Mauritius,2019,5,42.1,33.1,30.3,58.3,0.596,1.1,47.7,59.4,0.792,0.512,39.2,-2.0,54.5,-0.1,56.5,61.6,6,57.3
Mauritius,2019,6,40.1,34.5,31.7,58.2,0.583,1.28,48.3,58.2,0.778,0.51,37.8,-2.0,52.8,-0.1,54.8,63.1,6,58.9
Mauritius,2019,7,41.0,33.1,31.3,58.8,0.631,1.35,49.2,55.4,0.784,0.515,42.3,-1.5,53.4,-0.0,54.7,63.1,6,57.5
Mauritius,2019,8,45.7,34.0,31.5,59.0,0.573,1.17,46.7,57.0,0.802,0.521,38.1,-1.8,53.1,-0.1,55.7,62.8,6,56.8
Mauritius,2019,9,44.0,33.1,32.7,59.2,0.584,1.1,49.2,55.8,0.774,0.537,39.1,-1.7,52.2,-0.0,53.9,64.1,6,58.8
Mauritius,2019,10,44.5,34.5,29.3,57.9,0.606,1.18,49.0,56.7,0.785,0.515,37.4,-1.8,54.3,-0.1,55.8,61.1,6,57.1
Mauritius,2019,11,41.1,32.6,30.9,58.0,0.604,1.08,47.8,54.5,0.79,0.514,41.6,-2.0,52.8,-0.1,54.6,63.2,7,58.7
Mauritius,2019,12,45.1,35.0,26.1,59.0,0.623,1.24,46.9,57.0,0.793,0.516,39.2,-1.9,53.4,-0.1,54.0,61.9,7,56.8
Mauritius,2020,1,40.5,32.4,30.2,56.9,0.629,1.19,46.3,64.3,0.788,0.515,41.6,-1.6,52.9,-0.1,55.4,63.3,6,57.0
Mauritius,2020,2,42.4,33.8,28.3,58.9,0.623,1.16,43.5,56.6,0.798,0.516,42.9,-2.0,54.1,-0.0,56.7,63.0,7,58.7
Mauritius,2020,3,43.6,33.2,29.4,57.8,0.591,1.08,41.3,59.3,0.79,0.526,39.8,-1.4,53.4,-0.1,55.2,64.5,5,60.3
Mauritius,2020,4,42.1,32.1,29.4,58.4,0.61,1.25,46.6,56.0,0.793,0.536,37.5,-1.4,53.8,-0.1,56.3,63.9,7,58.5
Mauritius,2020,5,41.9,33.2,31.2,58.0,0.596,1.27,44.5,58.1,0.783,0.525,40.7,-1.6,54.0,-0.1,54.7,63.0,6,57.6
Mauritius,2020,6,41.6,33.5,28.3,57.8,0.577,1.16,50.4,54.4,0.798,0.55,39.1,-1.5,53.7,-0.1,53.7,63.4,6,57.8
Mauritius,2020,7,45.0,33.1,31.1,56.3,0.624,1.13,49.2,56.5,0.802,0.508,39.0,-2.2,54.0,-0.1,55.3,63.8,5,58.2
Mauritius,2020,8,41.9,34.0,31.4,56.7,0.588,1.41,44.5,60.0,0.799,0.51,36.9,-1.7,53.7,-0.1,54.8,62.9,6,57.6
Mauritius,2020,9,46.3,32.5,29.1,56.9,0.596,1.33,50.1,50.7,0.77,0.516,39.7,-1.8,53.9,-0.1,57.2,63.9,7,57.4
Mauritius,2020,10,43.6,33.1,29.2,57.9,0.585,1.31,48.9,59.9,0.803,0.527,39.4,-1.6,53.6,-0.0,56.0,65.1,6,56.6
Mauritius,2020,11,43.7,33.5,28.6,57.3,0.579,1.24,44.6,53.3,0.793,0.527,40.3,-1.5,52.8,-0.2,54.1,62.3,5,53.9
Mauritius,2020,12,43.7,33.1,28.4,57.5,0.621,1.03,44.7,53.9,0.802,0.515,39.8,-1.9,53.4,-0.2,56.7,63.3,6,60.0
Mauritius,2021,1,40.3,33.0,27.7,59.0,0.607,1.3,42.2,54.2,0.793,0.514,38.6,-1.3,53.8,-0.1,56.9,62.9,6,57.8
Mauritius,2021,2,41.3,33.9,29.8,60.0,0.597,1.25,49.5,61.3,0.776,0.528,39.6,-2.1,53.4,-0.1,55.0,62.8,6,59.0
Mauritius,2021,3,39.7,32.7,29.6,58.1,0.605,1.16,46.3,58.5,0.787,0.508,37.7,-1.7,54.2,-0.0,54.0,62.7,7,54.4
Mauritius,2021,4,43.4,34.8,30.0,59.9,0.593,1.26,47.0,60.9,0.797,0.5,39.4,-1.5,53.8,-0.0,54.7,63.1,6,55.8
Mauritius,2021,5,40.1,33.7,29.1,59.5,0.582,1.21,45.1,54.0,0.795,0.516,40.1,-1.9,54.4,-0.1,52.6,63.2,7,56.6
Mauritius,2021,6,41.8,33.5,29.4,58.2,0.614,1.17,48.2,55.2,0.807,0.514,39.4,-1.7,54.5,-0.1,55.4,63.1,6,56.0
Mauritius,2021,7,40.7,33.8,29.2,60.4,0.595,1.24,45.2,55.7,0.791,0.521,38.4,-1.8,53.4,-0.1,52.6,65.0,6,55.4
Mauritius,2021,8,44.3,32.0,28.9,59.1,0.623,1.15,44.1,55.0,0.796,0.529,40.7,-1.9,53.8,-0.0,54.6,64.0,6,58.5
Mauritius,2021,9,41.5,34.0,27.8,57.7,0.591,1.11,47.0,54.3,0.791,0.525,40.0,-1.7,52.9,-0.0,55.7,62.6,6,61.0
Mauritius,2021,10,41.1,32.6,32.3,58.7,0.586,1.24,44.5,44.6,0.785,0.529,41.9,-2.0,53.1,-0.1,53.1,62.8,6,60.1
Mauritius,2021,11,40.8,33.3,29.4,58.3,0.585,1.25,45.9,58.9,0.794,0.507,43.1,-1.5,54.9,-0.0,55.6,64.0,6,58.7
Mauritius,2021,12,45.6,33.3,29.8,57.7,0.608,1.34,46.3,58.4,0.788,0.51,39.6,-2.0,53.2,-0.1,52.9,61.8,6,58.5
Mauritius,2022,1,39.2,33.0,29.2,57.8,0.617,1.04,44.9,54.1,0.784,0.51,41.0,-1.7,54.0,-0.0,51.0,62.7,6,54.9
Mauritius,2022,2,40.6,31.5,27.2,57.6,0.591,1.18,46.6,55.5,0.786,0.53,39.6,-1.8,53.8,-0.1,55.2,63.0,6,56.3
Mauritius,2022,3,42.0,31.6,28.9,59.5,0.626,1.37,44.2,59.8,0.784,0.523,38.6,-1.5,52.7,-0.0,55.6,63.7,6,57.0
Mauritius,2022,4,40.7,31.8,26.3,58.0,0.626,1.2,46.2,53.3,0.792,0.524,42.5,-1.8,54.0,-0.0,53.9,65.1,6,59.7
Mauritius,2022,5,41.0,33.0,30.2,59.6,0.591,1.28,40.9,57.7,0.8,0.513,40.0,-1.7,54.6,0.0,52.5,62.7,6,60.4
Mauritius,2022,6,39.6,33.8,27.4,59.1,0.603,1.19,44.6,61.5,0.794,0.514,41.4,-1.9,53.9,-0.1,55.2,64.5,7,60.3
Mauritius,2022,7,41.3,32.6,28.9,59.5,0.633,1.11,46.7,58.7,0.794,0.532,40.4,-2.3,53.5,-0.0,54.1,62.5,6,56.0
Mauritius,2022,8,43.2,33.9,29.6,60.2,0.593,1.18,47.2,57.2,0.793,0.538,36.8,-2.1,53.1,-0.1,55.4,65.4,7,56.5
Mauritius,2022,9,42.3,34.1,29.8,59.8,0.608,1.25,45.2,57.7,0.797,0.528,40.5,-2.0,53.6,-0.0,54.3,63.4,7,54.8
Mauritius,2022,10,41.7,34.2,27.7,58.9,0.615,1.35,47.5,48.4,0.795,0.52,43.0,-1.6,54.4,0.0,54.0,62.0,7,56.6
Mauritius,2022,11,41.0,33.5,29.0,58.4,0.628,1.4,45.2,54.3,0.787,0.521,38.6,-1.9,53.6,-0.0,53.5,63.4,6,63.2
Mauritius,2022,12,43.2,33.2,28.8,59.1,0.626,1.15,44.0,61.7,0.803,0.512,41.9,-2.0,53.2,-0.1,56.3,63.9,7,57.2
Mauritius,2023,1,41.1,34.1,28.9,59.4,0.623,1.07,45.9,56.6,0.795,0.512,40.0,-1.9,54.0,-0.0,54.1,64.4,6,58.2
Mauritius,2023,2,40.9,33.8,28.3,60.3,0.639,1.18,45.7,54.2,0.796,0.529,38.4,-1.8,53.8,-0.1,56.0,63.7,7,57.5
Mauritius,2023,3,39.9,33.6,27.1,59.4,0.635,1.37,47.5,56.9,0.778,0.516,42.4,-1.7,54.7,-0.1,55.0,64.2,7,58.0
Mauritius,2023,4,38.6,33.0,27.2,58.2,0.633,1.33,50.6,58.2,0.779,0.523,39.4,-1.6,52.9,-0.0,53.5,63.4,7,59.9
Mauritius,2023,5,42.1,33.1,29.4,58.8,0.617,1.27,45.3,57.9,0.8,0.512,43.3,-1.7,54.0,-0.0,55.5,64.2,7,59.6
Mauritius,2023,6,40.2,33.6,27.1,57.1,0.611,1.16,44.7,54.3,0.801,0.522,40.1,-1.7,53.5,-0.1,54.2,63.7,6,58.4
Mauritius,2023,7,41.9,33.1,26.9,59.6,0.634,1.22,44.5,54.0,0.803,0.515,42.9,-1.9,54.7,-0.1,56.2,64.1,6,59.1
Mauritius,2023,8,43.6,32.6,28.6,59.3,0.634,1.13,46.1,56.8,0.802,0.525,41.2,-1.3,53.6,0.0,55.7,62.1,6,56.3
Mauritius,2023,9,43.3,36.5,28.6,58.5,0.617,1.23,45.5,50.4,0.799,0.503,39.5,-2.1,54.7,-0.0,55.0,62.1,6,58.4
Mauritius,2023,10,42.7,32.4,28.5,59.9,0.606,1.01,47.4,58.4,0.783,0.513,39.5,-2.1,53.5,-0.0,54.8,62.9,6,57.5
Mauritius,2023,11,42.9,33.6,29.7,59.8,0.606,1.36,46.1,56.4,0.817,0.52,41.5,-1.6,54.2,-0.0,54.8,62.5,6,58.6
Mauritius,2023,12,39.6,32.8,29.8,59.7,0.596,1.17,50.3,63.8,0.781,0.515,40.5,-1.8,54.4,0.0,55.4,64.3,5,59.3
Morocco,2010,1,44.3,55.3,6.6,44.5,0.374,-1.19,29.8,79.1,0.712,0.356,39.6,-1.6,63.3,-0.9,47.7,58.1,7,56.9
Morocco,2010,2,44.9,55.0,5.6,44.8,0.373,-1.26,27.6,83.0,0.698,0.343,42.4,-1.9,62.1,-0.7,44.7,56.1,7,55.8
Morocco,2010,3,43.0,56.0,6.1,44.2,0.362,-1.28,25.3,79.3,0.727,0.332,42.3,-1.8,62.1,-0.9,45.8,58.5,6,53.7
Morocco,2010,4,41.9,53.0,5.2,43.6,0.357,-1.03,27.3,81.2,0.698,0.34,38.5,-1.7,62.4,-0.8,46.0,57.5,7,54.4
Morocco,2010,5,46.9,53.0,8.2,44.9,0.432,-1.21,27.3,83.3,0.716,0.331,40.9,-1.5,62.6,-0.8,44.2,56.5,7,54.3
Morocco,2010,6,45.5,54.3,6.4,45.2,0.392,-1.24,30.6,84.8,0.731,0.335,42.5,-1.6,62.2,-0.8,45.1,56.4,6,56.6
Morocco,2010,7,43.1,54.8,6.9,44.0,0.41,-1.28,30.6,75.4,0.709,0.34,42.2,-1.8,62.1,-0.9,46.0,57.4,7,59.8
Morocco,2010,8,43.5,56.1,7.9,45.0,0.366,-1.27,32.5,79.6,0.717,0.347,42.1,-1.7,61.9,-0.9,45.5,57.6,8,53.3
Morocco,2010,9,41.4,54.3,6.8,45.2,0.362,-1.27,30.4,82.1,0.713,0.354,39.8,-1.5,61.6,-0.9,46.3,55.7,7,55.5
Morocco,2010,10,41.3,55.1,8.5,43.5,0.414,-1.34,29.2,81.6,0.732,0.34,40.9,-1.8,61.1,-0.9,45.7,57.8,7,59.2
Morocco,2010,11,41.3,54.4,9.5,44.4,0.368,-1.49,29.0,81.1,0.719,0.341,40.7,-1.9,61.9,-0.9,45.7,56.0,6,54.2
Morocco,2010,12,46.6,54.0,6.0,42.8,0.393,-1.26,26.3,79.3,0.7,0.327,39.5,-1.9,62.0,-0.8,43.9,58.8,7,56.5
Morocco,2011,1,48.1,53.5,8.0,43.4,0.355,-1.21,29.0,79.1,0.699,0.347,39.6,-1.7,62.1,-0.8,45.1,57.9,7,56.4
Morocco,2011,2,44.6,53.7,8.7,45.9,0.372,-1.43,25.9,79.6,0.709,0.344,39.6,-1.5,62.4,-0.8,46.5,57.3,6,54.2
Morocco,2011,3,44.3,54.6,7.1,43.6,0.373,-1.22,29.0,82.8,0.693,0.331,36.5,-1.7,62.6,-0.8,45.1,58.9,7,56.3
Morocco,2011,4,41.7,55.9,4.1,44.9,0.39,-1.04,29.4,76.2,0.713,0.34,40.8,-2.0,62.7,-0.9,45.7,58.8,8,55.4
Morocco,2011,5,43.8,53.2,5.7,43.0,0.38,-1.25,28.4,78.9,0.709,0.334,40.0,-1.6,62.5,-0.8,44.1,58.2,6,52.9
Morocco,2011,6,45.5,54.3,6.5,43.0,0.397,-1.22,28.4,81.9,0.718,0.36,37.5,-1.8,62.8,-0.8,43.9,59.0,6,57.7
Morocco,2011,7,42.4,54.8,5.7,43.4,0.379,-1.25,27.9,80.5,0.706,0.335,38.2,-1.8,62.4,-0.9,45.0,57.3,7,53.6
Morocco,2011,8,43.3,53.8,5.1,44.9,0.36,-1.17,28.2,77.8,0.718,0.34,42.4,-1.8,62.0,-0.8,46.6,57.5,7,55.3
Morocco,2011,9,46.8,55.9,5.0,43.4,0.37,-1.2,24.5,77.1,0.726,0.338,40.1,-2.0,62.4,-0.9,45.0,57.4,7,55.6
Morocco,2011,10,41.9,54.2,4.8,43.1,0.39,-1.37,28.5,79.8,0.711,0.335,42.0,-1.7,62.2,-0.8,45.3,59.0,7,56.2
Morocco,2011,11,41.1,53.0,4.2,45.8,0.376,-1.33,27.8,78.8,0.718,0.334,39.6,-1.7,62.6,-1.0,44.8,57.8,6,57.1
Morocco,2011,12,46.9,53.1,5.5,44.1,0.367,-1.23,28.9,78.8,0.694,0.354,41.2,-1.8,61.2,-0.8,45.2,58.0,7,55.4
Morocco,2012,1,39.4,53.8,6.4,44.2,0.423,-1.33,29.5,82.7,0.727,0.34,42.2,-1.7,62.9,-0.8,45.1,57.4,7,56.8
Morocco,2012,2,41.0,54.2,7.2,44.6,0.393,-1.25,28.4,76.2,0.698,0.331,40.9,-1.8,62.2,-0.8,44.7,56.3,6,57.9
Morocco,2012,3,45.4,52.9,5.6,44.4,0.414,-1.01,28.7,83.5,0.705,0.337,40.7,-1.8,63.4,-0.8,45.0,56.6,7,53.9
Morocco,2012,4,43.1,53.5,5.3,45.0,0.384,-1.13,27.2,79.4,0.705,0.361,42.7,-1.4,63.3,-0.8,44.1,59.6,7,50.5
Morocco,2012,5,44.1,53.6,7.2,47.0,0.371,-1.34,27.5,84.5,0.724,0.337,38.9,-1.7,62.3,-0.9,44.3,60.1,7,55.5
Morocco,2012,6,45.1,54.5,4.5,43.6,0.396,-1.16,28.8,78.1,0.707,0.356,38.6,-1.7,62.4,-0.8,44.8,57.9,6,54.1
Morocco,2012,7,44.2,55.7,6.6,44.8,0.401,-1.41,29.0,78.4,0.707,0.349,42.1,-1.8,62.5,-0.9,44.2,56.8,7,56.1
Morocco,2012,8,40.0,53.1,7.8,44.1,0.375,-1.06,29.1,80.4,0.724,0.326,40.1,-1.5,63.1,-0.8,44.5,59.1,7,56.0
Morocco,2012,9,41.7,54.2,6.5,42.6,0.412,-1.25,27.2,78.3,0.713,0.333,41.2,-1.6,62.4,-0.9,44.3,57.4,6,57.1
Morocco,2012,10,43.6,55.7,4.1,42.4,0.396,-1.35,30.7,86.2,0.719,0.356,40.3,-1.6,62.2,-0.8,44.8,58.2,5,58.1
Morocco,2012,11,43.9,54.9,8.5,43.6,0.402,-1.5,26.8,77.7,0.691,0.342,42.3,-1.6,63.5,-0.8,45.4,57.2,7,55.6
Morocco,2012,12,43.2,56.5,5.6,45.2,0.385,-1.37,29.0,78.5,0.697,0.346,40.3,-1.9,62.1,-0.8,46.1,58.7,7,53.0
Morocco,2013,1,40.5,55.5,6.1,43.3,0.403,-1.23,27.7,82.8,0.698,0.333,41.3,-1.5,62.4,-0.8,45.8,59.1,6,57.5
Morocco,2013,2,44.1,55.0,6.0,45.1,0.401,-1.3,32.4,84.0,0.715,0.365,40.1,-2.2,63.5,-0.8,46.0,57.4,6,58.1
Morocco,2013,3,42.5,54.0,7.3,43.4,0.418,-0.99,26.6,77.0,0.711,0.326,40.0,-1.8,62.1,-0.8,45.8,58.9,7,52.0
Morocco,2013,4,41.0,55.6,7.2,45.8,0.395,-1.21,28.1,82.7,0.696,0.346,37.9,-1.4,62.4,-0.7,42.9,56.5,6,57.6
Morocco,2013,5,42.7,55.7,5.8,45.8,0.44,-1.28,28.3,83.1,0.712,0.329,41.1,-1.8,62.8,-0.9,45.6,58.2,6,58.2
Morocco,2013,6,39.9,54.2,8.0,44.1,0.39,-1.34,28.8,76.7,0.698,0.357,42.8,-1.9,62.7,-0.8,44.7,58.4,7,53.9
Morocco,2013,7,43.0,55.4,6.5,45.4,0.379,-1.32,32.6,78.5,0.709,0.35,41.6,-1.8,62.9,-0.8,46.9,58.2,7,52.4
Morocco,2013,8,40.5,55.8,6.5,46.0,0.377,-1.16,30.3,81.7,0.716,0.349,41.3,-1.6,63.8,-0.7,44.9,56.3,7,55.6
Morocco,2013,9,42.2,55.6,7.3,44.2,0.389,-1.21,25.9,75.5,0.698,0.345,37.1,-1.5,64.0,-0.7,44.7,57.1,6,57.3
Morocco,2013,10,42.2,55.2,5.9,43.0,0.393,-1.17,25.4,81.6,0.696,0.338,41.6,-1.7,63.4,-0.8,45.7,57.9,6,58.0
Morocco,2013,11,44.8,53.1,5.9,43.3,0.405,-1.34,31.7,84.4,0.709,0.343,43.4,-1.4,62.9,-0.8,46.0,58.2,6,55.3
Morocco,2013,12,43.1,53.9,5.8,45.0,0.391,-1.36,27.0,82.8,0.721,0.339,37.2,-1.7,62.8,-0.8,46.2,57.5,7,56.2
Morocco,2014,1,40.6,53.6,6.5,45.1,0.377,-1.35,29.9,79.1,0.716,0.34,42.4,-1.8,62.8,-0.8,44.7,58.0,7,52.9
Morocco,2014,2,42.0,55.0,3.2,44.3,0.379,-1.18,28.3,81.2,0.711,0.357,45.9,-1.6,62.5,-0.9,45.0,58.8,7,58.2
Morocco,2014,3,40.6,55.4,7.7,44.6,0.374,-1.28,31.1,76.9,0.708,0.343,43.0,-1.6,63.0,-0.8,44.6,57.9,6,52.8
Morocco,2014,4,42.3,53.5,7.0,45.4,0.419,-1.28,28.1,86.7,0.707,0.348,40.0,-1.6,63.4,-0.7,44.0,58.1,7,55.6
Morocco,2014,5,40.5,53.9,8.2,44.3,0.412,-1.32,27.3,80.2,0.681,0.345,43.4,-1.7,62.8,-0.8,45.5,57.9,7,54.2
Morocco,2014,6,42.6,54.5,5.8,45.3,0.393,-1.24,29.6,80.4,0.728,0.339,39.3,-1.6,63.1,-0.9,43.0,56.6,7,53.8
Morocco,2014,7,42.7,54.3,5.7,45.9,0.395,-1.29,28.0,77.9,0.702,0.352,38.8,-2.3,62.3,-0.8,45.7,57.2,6,54.7
Morocco,2014,8,43.6,52.7,7.1,42.8,0.437,-1.33,28.5,81.3,0.712,0.333,41.5,-1.9,63.1,-0.7,45.1,59.8,7,57.7
Morocco,2014,9,40.2,55.5,6.0,45.2,0.399,-1.28,30.2,79.1,0.711,0.352,40.3,-1.8,63.6,-0.8,46.7,58.7,8,53.6
Morocco,2014,10,42.2,54.5,8.9,45.7,0.398,-1.29,33.4,77.0,0.702,0.355,42.4,-1.9,63.1,-0.9,45.6,58.9,7,51.0
Morocco,2014,11,43.3,54.4,8.7,44.8,0.425,-1.21,28.1,86.4,0.708,0.329,39.7,-1.9,62.5,-0.8,45.3,58.1,6,55.5
Morocco,2014,12,42.6,53.1,9.5,44.1,0.398,-1.36,26.5,75.8,0.696,0.342,42.5,-1.6,63.3,-0.8,44.0,60.2,7,55.9
Morocco,2015,1,41.5,57.2,7.3,43.9,0.384,-1.15,28.0,83.2,0.726,0.351,43.4,-1.9,63.1,-0.8,45.4,57.6,6,52.8
Morocco,2015,2,42.0,56.3,6.5,44.7,0.392,-1.23,28.9,78.6,0.72,0.342,40.9,-1.5,63.0,-0.7,42.3,59.3,6,55.3
Morocco,2015,3,40.2,55.8,7.2,43.0,0.415,-1.14,27.2,82.3,0.711,0.342,43.1,-1.6,63.6,-0.8,46.0,55.7,7,55.8
Morocco,2015,4,37.4,53.8,5.2,43.2,0.399,-1.24,25.0,78.1,0.696,0.347,43.5,-2.1,63.1,-0.8,43.8,57.6,7,58.6
Morocco,2015,5,41.8,55.2,7.3,44.5,0.411,-1.36,28.0,79.9,0.709,0.349,41.6,-2.0,62.3,-0.7,44.9,58.2,7,55.2
Morocco,2015,6,41.9,54.9,6.4,43.3,0.367,-1.29,29.8,82.1,0.718,0.33,42.1,-1.6,63.4,-0.7,45.3,59.4,7,55.4
Morocco,2015,7,42.1,55.0,5.2,44.7,0.38,-1.25,27.5,79.7,0.728,0.34,43.1,-1.8,61.9,-0.8,44.1,57.9,7,57.5
Morocco,2015,8,43.9,52.9,7.3,46.0,0.401,-1.34,29.0,82.2,0.706,0.35,44.8,-1.8,63.8,-0.8,43.9,59.3,6,55.4
Morocco,2015,9,40.8,53.5,4.9,43.4,0.43,-1.17,31.9,82.8,0.689,0.347,38.5,-1.8,62.6,-0.8,45.4,59.9,6,56.7
Morocco,2015,10,40.1,56.5,4.6,44.1,0.368,-1.28,28.3,83.2,0.711,0.339,40.6,-1.8,63.4,-0.7,44.4,59.4,7,55.0
Morocco,2015,11,43.2,53.6,6.1,47.3,0.457,-1.17,27.6,79.4,0.712,0.332,42.3,-2.0,63.6,-0.8,45.4,59.1,6,54.3
Morocco,2015,12,41.9,55.4,7.9,44.9,0.405,-1.3,28.7,85.0,0.727,0.352,42.9,-1.8,63.1,-0.8,45.3,57.7,7,55.2
Morocco,2016,1,41.8,53.5,4.6,45.6,0.416,-1.41,27.4,80.5,0.72,0.339,44.9,-1.8,63.2,-0.9,44.0,59.1,6,55.1
Morocco,2016,2,44.7,53.1,6.2,46.9,0.398,-1.26,27.6,82.2,0.701,0.342,42.2,-1.2,63.7,-0.8,46.0,60.3,8,55.7
